CrimeTime,CrimeCode,Description,Inside/Outside,Weapon,Post,District,Latitude,Longitude,HourBin,Description_encoded,Weapon_encoded,HourBin_encoded,Inside/Outside_encoded,cluster
21.0,4C,AGG. ASSAULT,Outside,OTHER,411.0,NORTHEASTERN,39.32479,-76.60029,Evening,0,3,1,1,10
21.0,4C,AGG. ASSAULT,Outside,OTHER,411.0,NORTHEASTERN,39.32479,-76.60029,Evening,0,3,1,1,10
21.0,4C,AGG. ASSAULT,Outside,OTHER,411.0,NORTHEASTERN,39.32479,-76.60029,Evening,0,3,1,1,10
21.0,4C,AGG. ASSAULT,Outside,OTHER,411.0,NORTHEASTERN,39.32479,-76.60029,Evening,0,3,1,1,10
21.0,4C,AGG. ASSAULT,Outside,OTHER,411.0,NORTHEASTERN,39.32479,-76.60029,Evening,0,3,1,1,10
19.0,3AF,ROBBERY - STREET,Outside,FIREARM,444.0,NORTHEASTERN,39.33827,-76.54098,Evening,6,0,1,1,9
19.0,4E,COMMON ASSAULT,Inside,HANDS,411.0,NORTHEASTERN,39.31882,-76.59877,Evening,1,1,1,0,8
20.0,3AF,ROBBERY - STREET,Outside,FIREARM,143.0,CENTRAL,39.29747,-76.62181,Evening,6,0,1,1,9
20.0,3AF,ROBBERY - STREET,Outside,FIREARM,143.0,CENTRAL,39.29491,-76.62137,Evening,6,0,1,1,9
20.0,3AF,ROBBERY - STREET,Outside,FIREARM,143.0,CENTRAL,39.29747,-76.62181,Evening,6,0,1,1,9
20.0,3AF,ROBBERY - STREET,Outside,FIREARM,143.0,CENTRAL,39.29747,-76.62181,Evening,6,0,1,1,9
20.0,3AF,ROBBERY - STREET,Outside,FIREARM,143.0,CENTRAL,39.29747,-76.62181,Evening,6,0,1,1,9
20.0,4E,COMMON ASSAULT,Outside,HANDS,313.0,EASTERN,39.29835,-76.59587,Evening,1,1,1,1,11
20.0,3AF,ROBBERY - STREET,Outside,FIREARM,143.0,CENTRAL,39.29747,-76.62181,Evening,6,0,1,1,9
20.0,3AK,ROBBERY - STREET,Outside,KNIFE,123.0,CENTRAL,39.29917,-76.62362,Evening,6,2,1,1,27
20.0,4E,COMMON ASSAULT,Outside,HANDS,213.0,SOUTHEASTERN,39.28635,-76.59686,Evening,1,1,1,1,11
20.0,4A,AGG. ASSAULT,Outside,FIREARM,911.0,SOUTHERN,39.22971,-76.59212,Evening,0,0,1,1,30
20.0,4E,COMMON ASSAULT,Outside,HANDS,723.0,WESTERN,39.30149,-76.65863,Evening,1,1,1,1,11
20.0,4D,AGG. ASSAULT,Outside,HANDS,111.0,CENTRAL,39.28959,-76.61518,Evening,0,1,1,1,47
0.0,4C,AGG. ASSAULT,Inside,OTHER,722.0,WESTERN,39.29522,-76.64607,Night,0,3,3,0,32
0.0,4C,AGG. ASSAULT,Inside,OTHER,942.0,SOUTHERN,39.27157,-76.6147,Night,0,3,3,0,32
1.0,3AF,ROBBERY - STREET,Outside,FIREARM,143.0,CENTRAL,39.2978,-76.62346,Night,6,0,3,1,2
1.0,4E,COMMON ASSAULT,Inside,HANDS,732.0,WESTERN,39.31648,-76.6477,Night,1,1,3,0,0
1.0,4E,COMMON ASSAULT,Outside,HANDS,224.0,EASTERN,39.2992,-76.57259,Night,1,1,3,1,26
1.0,4E,COMMON ASSAULT,Outside,HANDS,224.0,EASTERN,39.2992,-76.57259,Night,1,1,3,1,26
1.0,4E,COMMON ASSAULT,Outside,HANDS,224.0,EASTERN,39.2992,-76.57259,Night,1,1,3,1,26
1.0,4E,COMMON ASSAULT,Outside,HANDS,224.0,EASTERN,39.2992,-76.57259,Night,1,1,3,1,26
2.0,4E,COMMON ASSAULT,Inside,HANDS,231.0,SOUTHEASTERN,39.29005,-76.56446,Night,1,1,3,0,0
4.0,4E,COMMON ASSAULT,Inside,HANDS,911.0,SOUTHERN,39.22223,-76.58721,Night,1,1,3,0,0
7.0,4E,COMMON ASSAULT,Outside,HANDS,842.0,SOUTHWESTERN,39.28097,-76.67235,Morning,1,1,2,1,13
9.0,4E,COMMON ASSAULT,Outside,HANDS,524.0,NORTHERN,39.34738,-76.59937,Morning,1,1,2,1,81
9.0,4E,COMMON ASSAULT,Inside,HANDS,232.0,SOUTHEASTERN,39.28529,-76.56993,Morning,1,1,2,0,1
9.0,4C,AGG. ASSAULT,Inside,OTHER,232.0,SOUTHEASTERN,39.28529,-76.56993,Morning,0,3,2,0,15
9.0,4E,COMMON ASSAULT,Inside,HANDS,232.0,SOUTHEASTERN,39.28529,-76.56993,Morning,1,1,2,0,1
11.0,4E,COMMON ASSAULT,Inside,HANDS,622.0,NORTHWESTERN,39.3334,-76.70014,Morning,1,1,2,0,1
11.0,4E,COMMON ASSAULT,Outside,HANDS,121.0,CENTRAL,39.2928,-76.6226,Morning,1,1,2,1,13
12.0,4E,COMMON ASSAULT,Inside,HANDS,613.0,NORTHWESTERN,39.3338,-76.66421,Afternoon,1,1,0,0,7
12.0,4E,COMMON ASSAULT,Outside,HANDS,913.0,SOUTHERN,39.22639,-76.59988,Afternoon,1,1,0,1,5
14.0,4C,AGG. ASSAULT,Outside,OTHER,514.0,NORTHERN,39.31111,-76.6194,Afternoon,0,3,0,1,16
15.0,3AF,ROBBERY - STREET,Outside,FIREARM,121.0,CENTRAL,39.29858,-76.62437,Afternoon,6,0,0,1,6
15.0,4B,AGG. ASSAULT,Inside,KNIFE,221.0,SOUTHEASTERN,39.29476,-76.57639,Afternoon,0,2,0,0,23
15.0,4E,COMMON ASSAULT,Outside,HANDS,714.0,WESTERN,39.2923,-76.65026,Afternoon,1,1,0,1,5
16.0,4E,COMMON ASSAULT,Outside,HANDS,411.0,NORTHEASTERN,39.32389,-76.59278,Afternoon,1,1,0,1,5
16.0,4E,COMMON ASSAULT,Outside,HANDS,923.0,SOUTHERN,39.25503,-76.64362,Afternoon,1,1,0,1,5
16.0,4C,AGG. ASSAULT,Inside,OTHER,844.0,SOUTHWESTERN,39.29516,-76.68038,Afternoon,0,3,0,0,22
16.0,4E,COMMON ASSAULT,Outside,HANDS,111.0,CENTRAL,39.29157,-76.6211,Afternoon,1,1,0,1,5
17.0,4E,COMMON ASSAULT,Outside,HANDS,223.0,SOUTHEASTERN,39.2931,-76.56883,Afternoon,1,1,0,1,5
17.0,4E,COMMON ASSAULT,Outside,HANDS,411.0,NORTHEASTERN,39.3254,-76.58762,Afternoon,1,1,0,1,5
17.0,4E,COMMON ASSAULT,Inside,HANDS,743.0,WESTERN,39.30469,-76.64382,Afternoon,1,1,0,0,7
17.0,4E,COMMON ASSAULT,Outside,HANDS,731.0,WESTERN,39.31716,-76.65111,Afternoon,1,1,0,1,5
17.0,4B,AGG. ASSAULT,Outside,KNIFE,432.0,NORTHEASTERN,39.32333,-76.57641,Afternoon,0,2,0,1,29
17.0,4A,AGG. ASSAULT,Outside,FIREARM,221.0,SOUTHEASTERN,39.29729,-76.58358,Afternoon,0,0,0,1,31
18.0,4E,COMMON ASSAULT,Outside,HANDS,323.0,EASTERN,39.29887,-76.58224,Evening,1,1,1,1,11
18.0,4E,COMMON ASSAULT,Outside,HANDS,823.0,SOUTHWESTERN,39.28298,-76.70669,Evening,1,1,1,1,11
18.0,4C,AGG. ASSAULT,Inside,OTHER,934.0,SOUTHWESTERN,39.28078,-76.64888,Evening,0,3,1,0,18
18.0,4E,COMMON ASSAULT,Inside,HANDS,614.0,NORTHWESTERN,39.34843,-76.67181,Evening,1,1,1,0,8
19.0,4E,COMMON ASSAULT,Outside,HANDS,614.0,NORTHWESTERN,39.34796,-76.67252,Evening,1,1,1,1,11
21.0,4A,AGG. ASSAULT,Outside,FIREARM,813.0,SOUTHWESTERN,39.3073,-76.66405,Evening,0,0,1,1,21
22.0,3CF,ROBBERY - COMMERCIAL,Inside,FIREARM,541.0,NORTHERN,39.34501,-76.62715,Evening,4,0,1,0,37
23.0,4E,COMMON ASSAULT,Inside,HANDS,911.0,SOUTHERN,39.22989,-76.58806,Evening,1,1,1,0,8
2.0,4E,COMMON ASSAULT,Inside,HANDS,733.0,WESTERN,39.3134,-76.64284,Night,1,1,3,0,0
4.0,3AK,ROBBERY - STREET,Outside,KNIFE,123.0,CENTRAL,39.2969,-76.63163,Night,6,2,3,1,48
9.0,4E,COMMON ASSAULT,Outside,HANDS,743.0,WESTERN,39.3042,-76.63904,Morning,1,1,2,1,13
11.0,4E,COMMON ASSAULT,Inside,HANDS,511.0,NORTHERN,39.31108,-76.62078,Morning,1,1,2,0,1
11.0,4E,COMMON ASSAULT,Inside,HANDS,511.0,NORTHERN,39.31108,-76.62078,Morning,1,1,2,0,1
13.0,4E,COMMON ASSAULT,Inside,HANDS,123.0,CENTRAL,39.30173,-76.631,Afternoon,1,1,0,0,7
13.0,4E,COMMON ASSAULT,Outside,HANDS,224.0,SOUTHEASTERN,39.29634,-76.57211,Afternoon,1,1,0,1,5
13.0,4E,COMMON ASSAULT,Outside,HANDS,224.0,SOUTHEASTERN,39.29634,-76.57211,Afternoon,1,1,0,1,5
14.0,4E,COMMON ASSAULT,Inside,HANDS,913.0,SOUTHERN,39.23665,-76.60731,Afternoon,1,1,0,0,7
15.0,4E,COMMON ASSAULT,Inside,HANDS,923.0,SOUTHERN,39.25412,-76.64526,Afternoon,1,1,0,0,7
16.0,4C,AGG. ASSAULT,Inside,OTHER,443.0,NORTHEASTERN,39.32644,-76.54476,Afternoon,0,3,0,0,77
16.0,4C,AGG. ASSAULT,Inside,OTHER,633.0,NORTHWESTERN,39.35084,-76.68489,Afternoon,0,3,0,0,22
17.0,4E,COMMON ASSAULT,Outside,HANDS,331.0,EASTERN,39.31242,-76.588,Afternoon,1,1,0,1,5
18.0,4C,AGG. ASSAULT,Outside,OTHER,742.0,WESTERN,39.30687,-76.64548,Evening,0,3,1,1,10
18.0,4B,AGG. ASSAULT,Outside,KNIFE,111.0,CENTRAL,39.29047,-76.62103,Evening,0,2,1,1,17
19.0,4B,AGG. ASSAULT,Inside,KNIFE,742.0,WESTERN,39.30761,-76.64453,Evening,0,2,1,0,12
19.0,3AF,ROBBERY - STREET,Outside,FIREARM,541.0,NORTHERN,39.35009,-76.63529,Evening,6,0,1,1,9
19.0,3AF,ROBBERY - STREET,Outside,FIREARM,541.0,NORTHERN,39.35009,-76.63529,Evening,6,0,1,1,9
20.0,4E,COMMON ASSAULT,Outside,HANDS,331.0,EASTERN,39.30741,-76.58562,Evening,1,1,1,1,11
20.0,4E,COMMON ASSAULT,Inside,HANDS,532.0,NORTHERN,39.34335,-76.66297,Evening,1,1,1,0,8
21.0,4E,COMMON ASSAULT,Inside,HANDS,621.0,NORTHWESTERN,39.33332,-76.68422,Evening,1,1,1,0,8
21.0,3AF,ROBBERY - STREET,Outside,FIREARM,141.0,CENTRAL,39.30883,-76.61471,Evening,6,0,1,1,9
21.0,4E,COMMON ASSAULT,Inside,HANDS,443.0,NORTHEASTERN,39.31891,-76.5516,Evening,1,1,1,0,8
22.0,4E,COMMON ASSAULT,Inside,HANDS,832.0,SOUTHWESTERN,39.26434,-76.67685,Evening,1,1,1,0,8
22.0,4E,COMMON ASSAULT,Inside,HANDS,112.0,CENTRAL,39.28655,-76.61134,Evening,1,1,1,0,8
0.0,4E,COMMON ASSAULT,Inside,HANDS,443.0,NORTHEASTERN,39.31625,-76.54755,Night,1,1,3,0,0
1.0,4E,COMMON ASSAULT,Inside,HANDS,913.0,SOUTHERN,39.23027,-76.60358,Night,1,1,3,0,0
2.0,4E,COMMON ASSAULT,Inside,HANDS,413.0,NORTHEASTERN,39.34741,-76.59686,Night,1,1,3,0,0
2.0,4C,AGG. ASSAULT,Inside,OTHER,211.0,SOUTHEASTERN,39.29034,-76.60355,Night,0,3,3,0,32
2.0,4B,AGG. ASSAULT,Inside,KNIFE,642.0,NORTHWESTERN,39.32398,-76.68556,Night,0,2,3,0,55
2.0,4E,COMMON ASSAULT,Inside,HANDS,444.0,NORTHEASTERN,39.32163,-76.53595,Night,1,1,3,0,0
6.0,4E,COMMON ASSAULT,Outside,HANDS,941.0,SOUTHERN,39.27199,-76.62815,Morning,1,1,2,1,13
7.0,4E,COMMON ASSAULT,Inside,HANDS,425.0,NORTHEASTERN,39.35683,-76.53978,Morning,1,1,2,0,1
8.0,4E,COMMON ASSAULT,Inside,HANDS,934.0,SOUTHERN,39.28358,-76.64894,Morning,1,1,2,0,1
11.0,4C,AGG. ASSAULT,Outside,OTHER,331.0,EASTERN,39.30877,-76.58971,Morning,0,3,2,1,25
11.0,4E,COMMON ASSAULT,Inside,HANDS,622.0,NORTHWESTERN,39.33599,-76.69344,Morning,1,1,2,0,1
13.0,4C,AGG. ASSAULT,Inside,OTHER,331.0,EASTERN,39.31119,-76.59105,Afternoon,0,3,0,0,22
13.0,4E,COMMON ASSAULT,Inside,HANDS,641.0,NORTHWESTERN,39.31838,-76.67942,Afternoon,1,1,0,0,7
14.0,4D,AGG. ASSAULT,Outside,HANDS,412.0,NORTHEASTERN,39.32842,-76.60051,Afternoon,0,1,0,1,65
15.0,4E,COMMON ASSAULT,Inside,HANDS,923.0,SOUTHERN,39.25412,-76.64526,Afternoon,1,1,0,0,7
16.0,4E,COMMON ASSAULT,Inside,HANDS,543.0,NORTHERN,39.33005,-76.60941,Afternoon,1,1,0,0,7
17.0,4E,COMMON ASSAULT,Inside,HANDS,642.0,NORTHWESTERN,39.33332,-76.68011,Afternoon,1,1,0,0,7
18.0,4C,AGG. ASSAULT,Inside,OTHER,642.0,NORTHWESTERN,39.33458,-76.67658,Evening,0,3,1,0,18
18.0,4E,COMMON ASSAULT,Inside,HANDS,312.0,EASTERN,39.29719,-76.61031,Evening,1,1,1,0,8
18.0,3AF,ROBBERY - STREET,Outside,FIREARM,111.0,CENTRAL,39.29295,-76.62187,Evening,6,0,1,1,9
19.0,4E,COMMON ASSAULT,Outside,HANDS,212.0,SOUTHEASTERN,39.29406,-76.59172,Evening,1,1,1,1,11
19.0,4E,COMMON ASSAULT,Inside,HANDS,542.0,NORTHERN,39.34054,-76.60296,Evening,1,1,1,0,8
19.0,4E,COMMON ASSAULT,Inside,HANDS,423.0,NORTHEASTERN,39.3587,-76.56905,Evening,1,1,1,0,8
20.0,4E,COMMON ASSAULT,Outside,HANDS,133.0,CENTRAL,39.3105,-76.63416,Evening,1,1,1,1,11
20.0,3AK,ROBBERY - STREET,Outside,KNIFE,111.0,CENTRAL,39.29054,-76.61954,Evening,6,2,1,1,27
22.0,3AF,ROBBERY - STREET,Outside,FIREARM,913.0,SOUTHERN,39.23413,-76.59682,Evening,6,0,1,1,66
22.0,4B,AGG. ASSAULT,Inside,KNIFE,211.0,SOUTHEASTERN,39.28779,-76.59512,Evening,0,2,1,0,12
22.0,3AF,ROBBERY - STREET,Outside,FIREARM,432.0,NORTHEASTERN,39.31777,-76.56987,Evening,6,0,1,1,9
23.0,4B,AGG. ASSAULT,Inside,KNIFE,711.0,WESTERN,39.28844,-76.6401,Evening,0,2,1,0,12
23.0,4B,AGG. ASSAULT,Outside,KNIFE,312.0,EASTERN,39.30067,-76.60432,Evening,0,2,1,1,17
21.0,4C,AGG. ASSAULT,Inside,OTHER,313.0,EASTERN,39.30206,-76.59941,Evening,0,3,1,0,18
21.0,3AF,ROBBERY - STREET,Outside,FIREARM,731.0,WESTERN,39.3175,-76.65162,Evening,6,0,1,1,9
21.0,4E,COMMON ASSAULT,Inside,HANDS,722.0,WESTERN,39.29509,-76.64837,Evening,1,1,1,0,8
21.0,4E,COMMON ASSAULT,Inside,HANDS,722.0,WESTERN,39.29509,-76.64837,Evening,1,1,1,0,8
21.0,4E,COMMON ASSAULT,Inside,HANDS,722.0,WESTERN,39.29509,-76.64837,Evening,1,1,1,0,8
21.0,3CF,ROBBERY - COMMERCIAL,Inside,FIREARM,312.0,EASTERN,39.2932,-76.60817,Evening,4,0,1,0,37
21.0,3AF,ROBBERY - STREET,Outside,FIREARM,632.0,NORTHWESTERN,39.35237,-76.6939,Evening,6,0,1,1,9
0.0,4C,AGG. ASSAULT,Inside,OTHER,913.0,SOUTHERN,39.23864,-76.59985,Night,0,3,3,0,61
1.0,4E,COMMON ASSAULT,Inside,HANDS,141.0,CENTRAL,39.30908,-76.61646,Night,1,1,3,0,0
1.0,4E,COMMON ASSAULT,Inside,HANDS,443.0,NORTHEASTERN,39.31618,-76.54755,Night,1,1,3,0,0
1.0,3AF,ROBBERY - STREET,Outside,FIREARM,524.0,NORTHERN,39.3457,-76.60714,Night,6,0,3,1,2
2.0,4E,COMMON ASSAULT,Inside,HANDS,332.0,EASTERN,39.3048,-76.58208,Night,1,1,3,0,0
2.0,4E,COMMON ASSAULT,Outside,HANDS,522.0,NORTHERN,39.37114,-76.59969,Night,1,1,3,1,26
2.0,4E,COMMON ASSAULT,Outside,HANDS,942.0,SOUTHERN,39.27678,-76.6144,Night,1,1,3,1,26
2.0,4E,COMMON ASSAULT,Inside,HANDS,211.0,SOUTHEASTERN,39.28801,-76.60141,Night,1,1,3,0,0
3.0,4E,COMMON ASSAULT,Outside,HANDS,141.0,CENTRAL,39.30989,-76.61987,Night,1,1,3,1,26
3.0,4E,COMMON ASSAULT,Inside,HANDS,211.0,SOUTHEASTERN,39.28766,-76.60141,Night,1,1,3,0,0
3.0,4E,COMMON ASSAULT,Inside,HANDS,943.0,SOUTHERN,39.26845,-76.61182,Night,1,1,3,0,0
4.0,4E,COMMON ASSAULT,Inside,HANDS,832.0,SOUTHWESTERN,39.27447,-76.67474,Night,1,1,3,0,0
5.0,4E,COMMON ASSAULT,Inside,HANDS,514.0,NORTHERN,39.31351,-76.61674,Night,1,1,3,0,0
5.0,4D,AGG. ASSAULT,Inside,HANDS,111.0,CENTRAL,39.29108,-76.61469,Night,0,1,3,0,60
9.0,4E,COMMON ASSAULT,Inside,HANDS,443.0,NORTHEASTERN,39.33036,-76.5428,Morning,1,1,2,0,1
10.0,4E,COMMON ASSAULT,Inside,HANDS,432.0,NORTHEASTERN,39.3188,-76.56955,Morning,1,1,2,0,1
12.0,4E,COMMON ASSAULT,Inside,HANDS,532.0,NORTHERN,39.34139,-76.66368,Afternoon,1,1,0,0,7
14.0,4E,COMMON ASSAULT,Inside,HANDS,343.0,EASTERN,39.31042,-76.60031,Afternoon,1,1,0,0,7
14.0,4E,COMMON ASSAULT,Inside,HANDS,511.0,NORTHERN,39.32168,-76.62079,Afternoon,1,1,0,0,7
15.0,4E,COMMON ASSAULT,Outside,HANDS,222.0,SOUTHEASTERN,39.29354,-76.57191,Afternoon,1,1,0,1,5
15.0,4E,COMMON ASSAULT,Outside,HANDS,222.0,SOUTHEASTERN,39.29354,-76.57191,Afternoon,1,1,0,1,5
15.0,4E,COMMON ASSAULT,Inside,HANDS,222.0,SOUTHEASTERN,39.29354,-76.57191,Afternoon,1,1,0,0,7
15.0,4E,COMMON ASSAULT,Inside,HANDS,414.0,NORTHEASTERN,39.36579,-76.59183,Afternoon,1,1,0,0,7
16.0,4E,COMMON ASSAULT,Inside,HANDS,111.0,CENTRAL,39.28971,-76.61007,Afternoon,1,1,0,0,7
17.0,4E,COMMON ASSAULT,Inside,HANDS,221.0,SOUTHEASTERN,39.2962,-76.57713,Afternoon,1,1,0,0,7
18.0,4B,AGG. ASSAULT,Inside,KNIFE,743.0,WESTERN,39.30417,-76.63728,Evening,0,2,1,0,12
19.0,4E,COMMON ASSAULT,Inside,HANDS,123.0,CENTRAL,39.30039,-76.6308,Evening,1,1,1,0,8
19.0,4E,COMMON ASSAULT,Inside,HANDS,621.0,NORTHWESTERN,39.33969,-76.69189,Evening,1,1,1,0,8
20.0,4B,AGG. ASSAULT,Outside,KNIFE,842.0,SOUTHWESTERN,39.28572,-76.65671,Evening,0,2,1,1,17
20.0,4E,COMMON ASSAULT,Outside,HANDS,631.0,NORTHWESTERN,39.35574,-76.70303,Evening,1,1,1,1,11
23.0,4C,AGG. ASSAULT,Inside,OTHER,442.0,NORTHEASTERN,39.32591,-76.56345,Evening,0,3,1,0,18
15.0,4E,COMMON ASSAULT,Inside,HANDS,631.0,NORTHWESTERN,39.357,-76.70364,Afternoon,1,1,0,0,7
15.0,4E,COMMON ASSAULT,Inside,HANDS,631.0,NORTHWESTERN,39.357,-76.70364,Afternoon,1,1,0,0,7
1.0,3AF,ROBBERY - STREET,Outside,FIREARM,513.0,NORTHERN,39.32149,-76.61232,Night,6,0,3,1,2
1.0,3AF,ROBBERY - STREET,Outside,FIREARM,513.0,NORTHERN,39.32149,-76.61232,Night,6,0,3,1,2
1.0,4A,AGG. ASSAULT,Outside,FIREARM,513.0,NORTHERN,39.32149,-76.61232,Night,0,0,3,1,33
1.0,4A,AGG. ASSAULT,Outside,FIREARM,513.0,NORTHERN,39.32149,-76.61232,Night,0,0,3,1,33
2.0,4B,AGG. ASSAULT,Outside,KNIFE,213.0,SOUTHEASTERN,39.28325,-76.59315,Night,0,2,3,1,4
2.0,4E,COMMON ASSAULT,Inside,HANDS,841.0,SOUTHWESTERN,39.28234,-76.6518,Night,1,1,3,0,0
2.0,4B,AGG. ASSAULT,Outside,KNIFE,213.0,SOUTHEASTERN,39.28325,-76.59315,Night,0,2,3,1,4
2.0,3AF,ROBBERY - STREET,Outside,FIREARM,323.0,EASTERN,39.30052,-76.57607,Night,6,0,3,1,2
4.0,4E,COMMON ASSAULT,Inside,HANDS,432.0,NORTHEASTERN,39.31841,-76.55845,Night,1,1,3,0,0
4.0,4E,COMMON ASSAULT,Inside,HANDS,731.0,SOUTHWESTERN,39.31067,-76.66124,Night,1,1,3,0,0
4.0,4C,AGG. ASSAULT,Inside,OTHER,611.0,NORTHWESTERN,39.32071,-76.66032,Night,0,3,3,0,32
6.0,4E,COMMON ASSAULT,Inside,HANDS,231.0,SOUTHEASTERN,39.28948,-76.56617,Morning,1,1,2,0,1
8.0,4E,COMMON ASSAULT,Inside,HANDS,443.0,NORTHEASTERN,39.32696,-76.55888,Morning,1,1,2,0,1
8.0,4E,COMMON ASSAULT,Inside,HANDS,842.0,SOUTHWESTERN,39.28649,-76.65102,Morning,1,1,2,0,1
8.0,4E,COMMON ASSAULT,Outside,HANDS,723.0,WESTERN,39.29991,-76.65349,Morning,1,1,2,1,13
9.0,4E,COMMON ASSAULT,Inside,HANDS,912.0,SOUTHERN,39.23487,-76.59756,Morning,1,1,2,0,1
9.0,4B,AGG. ASSAULT,Inside,KNIFE,213.0,SOUTHEASTERN,39.28639,-76.59777,Morning,0,2,2,0,44
10.0,4E,COMMON ASSAULT,Inside,HANDS,722.0,WESTERN,39.29909,-76.64931,Morning,1,1,2,0,1
11.0,4E,COMMON ASSAULT,Inside,HANDS,522.0,NORTHERN,39.36072,-76.59422,Morning,1,1,2,0,1
12.0,4E,COMMON ASSAULT,Inside,HANDS,533.0,NORTHERN,39.34667,-76.65515,Afternoon,1,1,0,0,7
15.0,4E,COMMON ASSAULT,Inside,HANDS,443.0,NORTHEASTERN,39.32806,-76.55684,Afternoon,1,1,0,0,7
17.0,4A,AGG. ASSAULT,Outside,FIREARM,814.0,SOUTHWESTERN,39.30041,-76.66198,Afternoon,0,0,0,1,31
17.0,4E,COMMON ASSAULT,Outside,HANDS,721.0,WESTERN,39.29451,-76.66302,Afternoon,1,1,0,1,5
18.0,4E,COMMON ASSAULT,Inside,HANDS,842.0,SOUTHWESTERN,39.28576,-76.65705,Evening,1,1,1,0,8
19.0,4E,COMMON ASSAULT,Inside,HANDS,513.0,NORTHERN,39.32008,-76.61066,Evening,1,1,1,0,8
20.0,4E,COMMON ASSAULT,Inside,HANDS,913.0,SOUTHERN,39.22861,-76.60314,Evening,1,1,1,0,8
20.0,4E,COMMON ASSAULT,Inside,HANDS,231.0,SOUTHEASTERN,39.28738,-76.57162,Evening,1,1,1,0,8
21.0,3AF,ROBBERY - STREET,Outside,FIREARM,213.0,SOUTHEASTERN,39.2826,-76.59283,Evening,6,0,1,1,9
21.0,4E,COMMON ASSAULT,Inside,HANDS,722.0,WESTERN,39.29697,-76.64578,Evening,1,1,1,0,8
22.0,4C,AGG. ASSAULT,Outside,OTHER,933.0,SOUTHERN,39.28647,-76.63805,Evening,0,3,1,1,10
23.0,4C,AGG. ASSAULT,Inside,OTHER,722.0,WESTERN,39.29754,-76.64849,Evening,0,3,1,0,18
23.0,4C,AGG. ASSAULT,Outside,OTHER,814.0,SOUTHWESTERN,39.30059,-76.66085,Evening,0,3,1,1,10
23.0,4E,COMMON ASSAULT,Inside,HANDS,211.0,SOUTHEASTERN,39.28784,-76.59731,Evening,1,1,1,0,8
0.0,4E,COMMON ASSAULT,Inside,HANDS,641.0,NORTHWESTERN,39.31874,-76.69091,Night,1,1,3,0,0
0.0,4E,COMMON ASSAULT,Inside,HANDS,723.0,WESTERN,39.29944,-76.65744,Night,1,1,3,0,0
1.0,4E,COMMON ASSAULT,Outside,HANDS,312.0,EASTERN,39.30069,-76.60481,Night,1,1,3,1,26
2.0,4E,COMMON ASSAULT,Inside,HANDS,731.0,WESTERN,39.30991,-76.64662,Night,1,1,3,0,0
2.0,4E,COMMON ASSAULT,Inside,HANDS,426.0,NORTHEASTERN,39.35024,-76.56106,Night,1,1,3,0,0
2.0,4E,COMMON ASSAULT,Outside,HANDS,434.0,NORTHEASTERN,39.31824,-76.57039,Night,1,1,3,1,26
3.0,4E,COMMON ASSAULT,Outside,HANDS,935.0,SOUTHERN,39.28403,-76.64004,Night,1,1,3,1,26
3.0,4B,AGG. ASSAULT,Inside,KNIFE,311.0,EASTERN,39.30391,-76.60476,Night,0,2,3,0,36
6.0,4E,COMMON ASSAULT,Outside,HANDS,711.0,WESTERN,39.29016,-76.64393,Morning,1,1,2,1,13
9.0,4E,COMMON ASSAULT,Inside,HANDS,212.0,SOUTHEASTERN,39.28618,-76.5886,Morning,1,1,2,0,1
9.0,4E,COMMON ASSAULT,Outside,HANDS,533.0,NORTHERN,39.33585,-76.65887,Morning,1,1,2,1,13
11.0,4E,COMMON ASSAULT,Outside,HANDS,831.0,SOUTHWESTERN,39.26559,-76.65031,Morning,1,1,2,1,13
12.0,4E,COMMON ASSAULT,Inside,HANDS,434.0,NORTHEASTERN,39.31575,-76.57063,Afternoon,1,1,0,0,7
13.0,3CF,ROBBERY - COMMERCIAL,Inside,FIREARM,312.0,EASTERN,39.29748,-76.60235,Afternoon,4,0,0,0,59
13.0,4E,COMMON ASSAULT,Inside,HANDS,211.0,SOUTHEASTERN,39.28825,-76.59734,Afternoon,1,1,0,0,7
15.0,3AF,ROBBERY - STREET,Outside,FIREARM,614.0,NORTHWESTERN,39.33954,-76.66669,Afternoon,6,0,0,1,6
16.0,4E,COMMON ASSAULT,Inside,HANDS,523.0,NORTHERN,39.35748,-76.60774,Afternoon,1,1,0,0,7
18.0,4E,COMMON ASSAULT,Inside,HANDS,312.0,EASTERN,39.30064,-76.60269,Evening,1,1,1,0,8
18.0,4C,AGG. ASSAULT,Outside,OTHER,211.0,SOUTHEASTERN,39.28971,-76.60378,Evening,0,3,1,1,10
18.0,4E,COMMON ASSAULT,Inside,HANDS,323.0,EASTERN,39.29996,-76.58146,Evening,1,1,1,0,8
19.0,4E,COMMON ASSAULT,Inside,HANDS,432.0,NORTHEASTERN,39.32289,-76.57048,Evening,1,1,1,0,8
19.0,4E,COMMON ASSAULT,Inside,HANDS,321.0,EASTERN,39.29927,-76.58666,Evening,1,1,1,0,8
19.0,3AF,ROBBERY - STREET,Outside,FIREARM,532.0,NORTHERN,39.3489,-76.66578,Evening,6,0,1,1,9
20.0,4E,COMMON ASSAULT,Outside,HANDS,321.0,EASTERN,39.29568,-76.58497,Evening,1,1,1,1,11
20.0,3AF,ROBBERY - STREET,Outside,FIREARM,212.0,SOUTHEASTERN,39.28787,-76.58879,Evening,6,0,1,1,9
